intent,text
operating_hours_location,cabang Malang buka jam berapa sih
product_service_info,spek monitor lengkap ada ga
payment_inquiry,udah dp tapi pelunasan dibatalin sistem kak
complaint,baru pake 10 hari udah lecet parah dong
promotions_discounts,diskon weekend mulai jumat apa sabtu ya
technical_support,menu verifikasi ga muncul di halaman nih
cancellation_request,cancel layanan streaming yg free trial gan
promotions_discounts,ada promo payday nih sob
shipping_information,AnterAja ke Manado berapa hari reguler
product_service_info,beda kompor A vs B apa
payment_inquiry,bayar pake paylater bisa ga deh
promotions_discounts,kupon diskon ga berlaku di produk ini kenapa nih
payment_inquiry,saldo kepotong tapi mutasi ga muncul dong
shipping_information,kurir toko atau ekspedisi reguler lebih cepet deh
order_status,kenapa resi 009283 tidak terbaca
payment_inquiry,pembayaran via ShopeePay error mulu gan
promotions_discounts,ada free gift untuk pembelian diatas 200rb min
promotions_discounts,diskon dari bank Permata masih berlaku ga deh
complaint,mau komplen ke pihak yg lebih tinggi sih
refund_request,toko bilang bisa retur tapi pas diminta susah gan
payment_inquiry,pin ATM ga bisa buat transfer min
refund_request,minta percepat proses refund saya sob
account_data,bisa daftar tanpa nomor telepon ga bang
refund_request,paket udah di retur tapi status masih pending deh
order_status,lacak resi GX8291 dong deh
technical_support,cara fix error di grab
promotions_discounts,bisa pake lebih dari 1 kupon ga dong
account_data,verifikasi nama gagal ini gimana
complaint,seller kirim pesanan penyok ini gimana
operating_hours_location,lokasi gerai di Pondok Indah Mall lantai berapa
complaint,ini beli baru kok dapetnya item bekas sih
promotions_discounts,pengguna baru dapet diskon 30% max berapa sob
complaint,seller kirim paket rusak ini gimana
promotions_discounts,flash sale hp murah ada ga
order_status,driver udah otw belum nih
product_service_info,cocok ga monitor ini buat kado ya
product_service_info,spek meja kerja lengkap ada ga
payment_inquiry,minta invoice buat reimbursement kantor sih
cancellation_request,tidak jadi pakai cloud storage mau cancel
cancellation_request,cara tolak pesanan yg udah terlanjur bayar sob
order_status,brg di retur tanpa alasan jelas kenapa
technical_support,udah update app masih error juga nih
complaint,ini bukan pertama kali sepatu saya retak
cancellation_request,minta batal karena ada info palsu dari seller
account_data,tidak bisa daftar karena NIK sudah dipakai sih
promotions_discounts,kok harga di iklan sama di keranjang beda sob
operating_hours_location,sabtu minggu buka sampai jam berapa dong
order_status,order semalem kok masih diproses terus deh
account_data,cara hapus akun permanen gimana bang
cancellation_request,mau stop langganan asuransi ya
payment_inquiry,bayar pake cicilan 0% bisa ga nih
operating_hours_location,service center HP-nya dimana aja ya
order_status,brg di retur tanpa alasan jelas kenapa ya
operating_hours_location,parking tersedia ga di toko dong
operating_hours_location,kantor yg khusus ngurus garansi dmn ya
promotions_discounts,batas pemakaian kupon per hari berapa sob
refund_request,belum ada kabar refund udah 2 minggu deh
technical_support,loading terus pas mau chat seller deh
promotions_discounts,cara claim reward dari program referral deh
account_data,cara ganti alamat email yg terdaftar kak
cancellation_request,cara tolak pesanan yg udah terlanjur bayar nih
product_service_info,earphone cocok buat premium ga bang
payment_inquiry,invoice untuk selimut bisa dikirim ulang
shipping_information,pengiriman JNE ke Lombok aman ga
shipping_information,kirim paket ke Bandung via AnterAja berapa hari
payment_inquiry,pin ATM ga bisa buat transfer deh
payment_inquiry,udah transfer tapi belum ke konfirm sob
operating_hours_location,jam operasional customer service kak
payment_inquiry,batas pembayaran pesanan tinggal 24 jam lagi nih
product_service_info,beli tripod bisa grosir ga ada harga khusus dong
refund_request,minta uang balik untuk item gan
complaint,platform harus lebih tegas sama seller nakal bang
order_status,resinya ga update dari 2 hari lalu gan
product_service_info,kasur ini import atau lokal bang
refund_request,minta uang balik untuk produk kak
shipping_information,ada layanan packing premium buat barang mahal kak
cancellation_request,mau stop langganan paket data kak
technical_support,server dana down atau gimana ini
payment_inquiry,top up gagal tapi uang kepotong bang
payment_inquiry,bayar pake kartu kredit bisa ga sih
shipping_information,ada layanan packing premium buat barang mahal bang
payment_inquiry,batas transfer harian Mandiri berapa
shipping_information,ongkir GoSend ke Semarang berapa ya
technical_support,fitur tracking error ga keluar hasil sih
order_status,lacak resi 882312 dong min
account_data,login device asing kok ga ada notif min
promotions_discounts,cashback rekening BRI untuk payday berapa
account_data,kok tiba-tiba akun premium hilang sob
promotions_discounts,diskon dari bank BNI masih berlaku ga sob
shipping_information,paket cair ada treatment khusus ga dong
product_service_info,bedanya hp tipe max sama standard apa nih
shipping_information,ongkir J&T ke Pekanbaru berapa ya
payment_inquiry,cara bayar pake Dana gimana dong
payment_inquiry,payment link expired gmna dong gan
promotions_discounts,cara dapetin voucher grab min
cancellation_request,saya minta cancel karena ada keadaan darurat
account_data,akun saya kenapa tidak bisa diakses ya
payment_inquiry,bayar pake kartu debit bisa ga sob
product_service_info,perlu maintenance khusus buat bantal ga min
operating_hours_location,toko di Grand Indonesia Bali dimana bang
operating_hours_location,service center di Palembang ada ga
technical_support,push notification spam padahal udah matiin gan
cancellation_request,pembatalan tiket pertandingan bisa ga dong
account_data,akun di-ban padahal bukan saya yg pake min
shipping_information,kirim paket ke Yogyakarta via J&T berapa hari
product_service_info,bedanya AC tipe lite sama lite apa deh
payment_inquiry,bisa bayar pake cicilan 0% ga ya
refund_request,syarat retur item apa aja sob
refund_request,refund produk ke LinkAja bisa sob
account_data,update tanggal lahir akun bisa ga gan
refund_request,refund langsung atau pake voucher gan
technical_support,fitur favorit di tokopedia ga berfungsi
cancellation_request,batalin pesanan saya dong gan
account_data,verifikasi nomor telepon gagal ya
order_status,hari libur ada pengiriman ga
operating_hours_location,toko offline di Batam dimana ya
order_status,cek kiriman J&T saya dong kak
operating_hours_location,outlet yg buka 24 jam di Manado mana dong
promotions_discounts,cashback LinkAja untuk hari belanja nasional berapa
shipping_information,paket cair ada treatment khusus ga gan
product_service_info,spek smartwatch lengkap ada ga
product_service_info,detail selimut apa ya
account_data,keamanan nomor HP di platform ini gimana
account_data,nomor HP mau di-update bisa ga min
technical_support,cara fix not responding di grab
account_data,data pembayaran tersimpan aman ga ya
refund_request,refund produk ke rekening BNI bisa sih
complaint,case saya belum ada penyelesaian 5 bulan deh
refund_request,kapan refund sepatu saya cair min
operating_hours_location,ada gerai di Papua ga kak
promotions_discounts,promo baru masih available ga nih
operating_hours_location,jam CS untuk area Yogyakarta berapa
refund_request,syarat retur laptop apa aja ya
order_status,estimasi pengiriman berapa hari sih
product_service_info,ukuran bantal tersedia apa aja
payment_inquiry,bayar lewat Kantor Pos bisa ga ya ya
refund_request,kok refund cuma 30% padahal salah seller nih
account_data,kok setelah ganti password malah ga bisa login kak
operating_hours_location,outlet di Manado dimana aja sih
promotions_discounts,cara claim reward dari program referral nih
complaint,barang expired pas saya terima dong
product_service_info,berapa berat setrika ini ya gan
product_service_info,harga jam tangan berapa sekarang
technical_support,cara fix freeze di aplikasi ini
complaint,seller kirim laptop kotor ini gimana
product_service_info,detail ssd apa ya
refund_request,uang masih ditahan padahal tas udah diterima sih
payment_inquiry,cicilan bulan ini belum muncul nih
complaint,minta pertanggungjawaban atas tas basah
payment_inquiry,cicilan 10% buat tablet ada ga
technical_support,voucher diskon ga bisa di-apply gan
operating_hours_location,jam operasional pas hari raya sob
cancellation_request,cancel reservasi lapangan saya
cancellation_request,gimana cara batalkan pesanan yg sudah diproses sob
operating_hours_location,kantor yg khusus ngurus garansi dmn bang
technical_support,kenapa dana terus lemot deh
shipping_information,TIKI ke Semarang berapa hari reguler
payment_inquiry,kredit kepotong padahal ga ada transaksi min
technical_support,fitur search di dana ga berfungsi
cancellation_request,batalkan cloud storage saya sih
payment_inquiry,udah transfer tapi belum ke konfirm bang
product_service_info,detail kompor apa ya
complaint,item rusak sebelum sempat dipakai
promotions_discounts,diskon student untuk 12.12 berapa persen
cancellation_request,cara batal pre-order AC yg belum rilis min
refund_request,refund bisa ke ShopeePay ga sob
operating_hours_location,outlet di Pontianak dimana aja nih
technical_support,aplikasi lazada force close mulu kak
complaint,chat saya di-ignore terus sama seller sob
cancellation_request,seller ga respon mau cancel aja bang
refund_request,syarat retur makanan apa aja bang
technical_support,sudah uninstall reinstall masih error sob
refund_request,minta uang balik untuk produk nih
payment_inquiry,mau ganti metode pembayaran bisa ga dong
cancellation_request,cancel reservasi klinik saya sih
refund_request,gimana cara balikin laptop gan
technical_support,kenapa shopee terus lemot nih
complaint,laptop yg saya terima retak banget
promotions_discounts,cashback GoPay coins bisa buat apa aja bang
refund_request,minta dikembalikan uang untuk pesanan
account_data,verifikasi nomor telepon gagal sih
technical_support,mau ganti no HP tp kode verifikasi ga nyampe
account_data,notifikasi email bisa di-matiin ga dong
account_data,keamanan nama di platform ini gimana
payment_inquiry,ada tulisan transaksi declined kenapa deh
operating_hours_location,outlet Bali buka hari Senin ga
shipping_information,ongkir Ninja ke Malang berapa ya
promotions_discounts,bisa pake lebih dari 3 kupon ga sob
order_status,cek resi massal bisa ga dong
complaint,komplain soal produk yg cacat
shipping_information,minimal order untuk gratis ongkir berapa deh
payment_inquiry,invoice bisa dikirim ulang ga min
shipping_information,bisa request GoSend ga buat kirim pesanan kak
refund_request,syarat retur tas apa aja dong
technical_support,login traveloka gagal padahal data benar
shipping_information,ada layanan packing premium buat barang mahal gan
refund_request,kok refund saya kepotong 50% ini biaya apa gan
product_service_info,ada diskon buat beli flash disk pertama kali ya
shipping_information,ongkir Grab Express ke NTT berapa ya
product_service_info,review lampu ring dari user lain bisa liat ga
payment_inquiry,batas pembayaran pesanan tinggal 24 jam lagi sih
payment_inquiry,kode billing ga keluar pas mau bayar dong
payment_inquiry,kelebihan bayar bisa di refund ga deh
payment_inquiry,tagihan saya dobel ini gimana ya
payment_inquiry,ada tulisan transaksi declined kenapa gan
payment_inquiry,bayar pake cicilan 0% bisa ga ya
order_status,cek kiriman GoSend saya dong
complaint,komplain soal tas yg penyok
account_data,ganti bahasa default app bisa ga sih
shipping_information,kirim paket ke Lombok via Ninja berapa hari
promotions_discounts,ada bundle deal untuk 12.12 ga
refund_request,refund item ke GoPay bisa nih
payment_inquiry,kelebihan bayar bisa di refund ga nih
account_data,nama saya salah minta diperbaiki
complaint,seller ga profesional sepatu ga sesuai deskripsi sob
promotions_discounts,kupon diskon ga berlaku di produk ini kenapa bang
order_status,paket nyasar ke kota lain ini gimana min
promotions_discounts,diskon untuk pelajar dan mahasiswa ada ga sob
refund_request,saya minta mediasi untuk kasus refund ini ya
account_data,metode bayar saya salah minta diperbaiki
product_service_info,dimensi item ini ini berapa ya sob
refund_request,refund hp ke rekening BRI bisa deh
operating_hours_location,stand pameran di mall mana aja deh
account_data,cara amanin akun biar ga kena retas bang
account_data,data diri aman ga di platform ini kak
promotions_discounts,kode referral saya ga kepake ya sih
account_data,update metode bayar akun bisa ga gan
cancellation_request,batalkan paket data saya dong
payment_inquiry,saldo kepotong tapi mutasi ga muncul nih
payment_inquiry,tidak ada opsi cicilan di bank Danamon
cancellation_request,saya minta cancel karena ada keadaan darurat bang
refund_request,refund dong barangnya ga sesuai sob
technical_support,terus ada tulisan session expired bang
shipping_information,kirim paket ke Aceh via J&T berapa hari
shipping_information,cargo pengiriman murah buat barang banyak bang
complaint,mau komplen nih hpnya baret kak
cancellation_request,batalin aja kalo stoknya kosong nih
operating_hours_location,service center HP-nya dimana aja nih
account_data,akun saya kenapa tiba-tiba di-suspend nih
shipping_information,hari Sabtu ada pengiriman ga ya bang
order_status,tolong cek status pengiriman saya sih
cancellation_request,salah alamat mau cancel trus order ulang gan
promotions_discounts,cashback ShopeePay coins bisa buat apa aja dong
operating_hours_location,cabang terdekat dari rumah saya mana deh
shipping_information,estimasi TIKI ke Pontianak berapa lama
order_status,apa yang terjadi kalo paket hilang nih
cancellation_request,batalkan software saya deh
order_status,tracking EXP1122 invalid nih deh
complaint,sudah lapor tapi tidak ada tindak lanjut deh
technical_support,error code 503 pas submit order bang
shipping_information,pengiriman cold chain buat produk farmasi ada ga sih
complaint,pesanan yg saya terima rusak banget
complaint,pesanan udah baret sejak unboxing deh
product_service_info,material meja kerja terbuat dari apa deh
cancellation_request,cancel otomatis karena batas waktu bayar lewat ya
order_status,pesanan saya udah sampe mana min
technical_support,kenapa tiket terus crash gan
payment_inquiry,bayar pake transfer bank bisa ga min
promotions_discounts,voucher diskon ga bisa di-apply kenapa ya
account_data,cara ekspor data pembelian saya dong
technical_support,update dana malah bikin error baru
operating_hours_location,toko di Lotte Shopping Avenue Yogyakarta dimana deh
operating_hours_location,cabang Balikpapan buka jam berapa sih
account_data,cara bikin akun bisnis terpisah gimana sih
order_status,status pengiriman ORD001 gimana
payment_inquiry,bayar pake m-banking bisa ga sih
account_data,cara konfirmasi perubahan metode bayar
promotions_discounts,diskon 30% untuk speaker ada ga
product_service_info,ada program trade-in buat tripod sob
promotions_discounts,diskon 10% untuk ssd ada ga
cancellation_request,cancel otomatis karena batas waktu bayar lewat min
technical_support,crash setiap kali buka menu ulasan gan
refund_request,batas waktu pengajuan refund berapa hari sob
promotions_discounts,promo grab untuk 12.12 ada ga
product_service_info,material ssd terbuat dari apa sih
technical_support,layar putih doang pas buka app dong
complaint,paket rusak sebelum sempat dipakai
product_service_info,stok keyboard masih ada ga min
account_data,aktivasi akun tapi email verifikasi ga nyampe dong
technical_support,kode verifikasi ga valid padahal udah bener dong
technical_support,bug verifikasi di tokopedia sudah dilaporkan belum
cancellation_request,cara tolak pesanan yg udah terlanjur bayar dong
technical_support,server grab down atau gimana ini
account_data,cara setting two-factor authentication nih
promotions_discounts,diskon 20% untuk lampu ring ada ga
product_service_info,spesifikasi lengkap harddisk bisa liat dmn dong
operating_hours_location,akses buat kursi roda ada ga di toko sih
technical_support,reset password ga dapet emailnya kak
account_data,cara aktifkan notifikasi untuk transaksi deh
operating_hours_location,cari cabang yg ada service center-nya
shipping_information,estimasi SiCepat ke Medan berapa lama
refund_request,syarat retur pesanan apa aja sob
complaint,kualitas jelek banget ga worth it dong
complaint,item udah retak sejak unboxing bang
refund_request,barang rusak pas pengiriman minta refund penuh sih
cancellation_request,batalin aja kalo stoknya kosong
cancellation_request,ada biaya pembatalan ga untuk koran digital sob
payment_inquiry,tagihan beda sama harga di keranjang kenapa bang
complaint,pesanan yg saya terima cacat banget
shipping_information,ada asuransi pengiriman ga ya
shipping_information,pengiriman Ninja ke Manado aman ga
payment_inquiry,batas transfer harian BRI berapa
operating_hours_location,bisa lihat barang langsung di store ga kak
cancellation_request,pembatalan tiket konser bisa ga bang
operating_hours_location,jadwal buka pas lebaran gimana nih
complaint,laptop yg saya terima cacat banget
cancellation_request,batalin aja kalo stoknya kosong kak
cancellation_request,saya minta cancel karena ada keadaan darurat kak
shipping_information,lacak kiriman TIKI kok sering delay deh
technical_support,kenapa lazada terus force close sih
technical_support,cara fix lemot di tokopedia
order_status,minta info posisi paket resi JKT8382
product_service_info,tas ini aman buat anak kecil nih
payment_inquiry,kredit kepotong padahal ga ada transaksi sih
account_data,update PIN akun bisa ga dong
promotions_discounts,promo ovo untuk lebaran ada ga
product_service_info,detail vakum apa ya
cancellation_request,cara batal dari program cicilan berjalan dong
operating_hours_location,service center di Medan ada ga
cancellation_request,gimana cara batalkan pesanan yg sudah diproses sih
promotions_discounts,diskon korporat untuk payday berapa persen
account_data,notif perubahan nama tidak masuk
promotions_discounts,cashback OVO coins bisa buat apa aja deh
product_service_info,kulkas sudah bersertifikat halal belum sob
account_data,cara hapus tanggal lahir lama dari akun
complaint,makanannya ga lengkap kurang aksesoris deh
account_data,akun saya kenapa hilang data-nya
operating_hours_location,jam buka toko hari ini berapa min
account_data,aktivasi akun tapi email verifikasi ga nyampe
operating_hours_location,ada store di Grand Indonesia ga sob
account_data,cara konfirmasi perubahan nama
refund_request,retur hp ongkirnya tanggungan siapa gan
operating_hours_location,nomor telepon toko Sulawesi berapa
refund_request,gimana cara balikin paket kak
shipping_information,apakah Grab Express bisa same day ke Bandung
account_data,cara pindahin akun dari hp lama ke baru nih
refund_request,syarat retur paket apa aja bang
complaint,barangnya ga lengkap kurang aksesoris kak
cancellation_request,pembatalan pesanan preorder gimana min
cancellation_request,cancel pertandingan yg belum dipakai nih
shipping_information,apakah GoSend bisa same day ke NTT
operating_hours_location,outlet Makassar buka hari Sabtu ga
product_service_info,apa monitor ini waterproof sob
account_data,cara bikin akun bisnis terpisah gimana gan
promotions_discounts,diskon 30% untuk drone ada ga
complaint,seller kirim barang rusak ini gimana
refund_request,refund bisa ke rekening BNI ga gan
order_status,paket saya ada di Bali belum
refund_request,barang udah dikirim balik tapi uang belum cair min
operating_hours_location,alamat lengkap toko di NTT
shipping_information,bisa ganti alamat pengiriman setelah order deh
cancellation_request,hapus orderan yg belum dibayar sih
payment_inquiry,saldo OVO ga kepotong padahal bayar sukses
shipping_information,AnterAja ke NTT berapa hari reguler
technical_support,gagal upload foto produk gan
technical_support,dark mode ga berfungsi di app ya
refund_request,uang masih ditahan padahal laptop udah diterima deh
order_status,minta update resi GOS9384 dong min
payment_inquiry,cicilan 30% buat speaker ada ga
order_status,bisa ambil sendiri di gudang ga bang
operating_hours_location,libur nasional toko buka ga sob
operating_hours_location,jam operasional pas hari raya min
account_data,cara setting nama supaya aman
account_data,update alamat akun bisa ga kak
refund_request,refund lewat rekening BRI bisa ga min
refund_request,cara klaim refund item yang baret
cancellation_request,batalin aja ya ya
account_data,cara amanin akun biar ga kena retas
order_status,paket udah di kota saya tapi belum dikirim kak
promotions_discounts,kode voucher diskon 50% masih berlaku ga gan
promotions_discounts,diskon 10% untuk item ini ada ga
payment_inquiry,invoice bisa dikirim ulang ga deh
refund_request,uang saya balik full ga ya
cancellation_request,minta batal karena ada info palsu dari seller dong
shipping_information,Ninja tersedia di Palembang ga
cancellation_request,batalin pesanan saya dong deh
refund_request,refund dong sepatunya ga sesuai bang
promotions_discounts,kode promo anniversary gimana dapat nya
cancellation_request,reservasi villa mau di-cancel bang
account_data,cara ganti alamat email yg terdaftar nih
account_data,cara hapus kartu kredit yg tersimpan di akun deh
product_service_info,harga microphone berapa sekarang
refund_request,proses refund hp berapa lama dong
promotions_discounts,cara claim reward dari program referral ya
promotions_discounts,diskon 30% maksimal potongan berapa dong
promotions_discounts,diskon 20% untuk powerbank ada ga
product_service_info,ada edisi spesial hp buat lebaran dong
payment_inquiry,cicilan 20% buat headphone ada ga
shipping_information,estimasi Ninja ke Bandung berapa lama
refund_request,syarat pengembalian pesanan apa aja sih
shipping_information,apakah Pos Indonesia bisa same day ke Medan
order_status,status order INV1023 masih pending terus ya
cancellation_request,cancel bus yg belum dipakai
account_data,cara bikin akun bisnis terpisah gimana ya
complaint,paket yg saya terima kumal banget
shipping_information,pengiriman instant 2 jam nyampe ga ya
product_service_info,beli smartwatch dapet bonus apa ga
order_status,minta update resi 009283 dong min
operating_hours_location,toko fisiknya deket stasiun ga kak
complaint,udah komplen berkali-kali ga ada tanggapan kak
product_service_info,review printer dari user lain bisa liat ga
promotions_discounts,promo lebaran berlaku sampai kapan
product_service_info,berapa berat vakum ini ya ya
complaint,kecewa pengalaman pertama belanja di sini nih
operating_hours_location,toko di Batam dimana tepatnya sih
complaint,ini bukan pertama kali barang saya retak
operating_hours_location,outlet Malang buka hari Minggu ga
complaint,chat saya di-ignore terus sama seller sih
cancellation_request,orderan bisa di-cancel ga ya bang
complaint,pesanan kotor ada noda bekas pake kak
payment_inquiry,bayar lewat Alfamart bisa ga ya min
payment_inquiry,sudah bayar tapi status masih unpaid gan
cancellation_request,cancel otomatis premium gimana cara
payment_inquiry,invoice untuk AC bisa dikirim ulang
account_data,akun dipake orang lain ada login asing ya
account_data,update metode bayar akun bisa ga nih
promotions_discounts,kode referral saya ga kepake ya bang
cancellation_request,proses pembatalan bus berapa lama
account_data,cara aktifkan notifikasi untuk transaksi ya
shipping_information,ongkir dihitung dari berat atau volume dong
account_data,kenapa saldo reward berkurang tiba-tiba deh
cancellation_request,minta batal karena ada info palsu dari seller nih
operating_hours_location,service center di Sulawesi ada ga
order_status,lacak resi GX8291 dong kak
complaint,minta pertanggungjawaban atas produk baret
refund_request,proses refund laptop berapa lama bang
refund_request,syarat retur sepatu apa aja sih
shipping_information,pengiriman JNE ke Aceh aman ga
promotions_discounts,voucher belanja bisa dipake berkali-kali ga deh
account_data,nomor HP mau di-update bisa ga
technical_support,cara fix lag di shopee
operating_hours_location,cabang Batam buka jam berapa sob
cancellation_request,batalkan koran digital saya
product_service_info,ada diskon buat beli microphone pertama kali deh
account_data,tidak bisa daftar karena NIK sudah dipakai ya
product_service_info,cara klaim garansi hp gimana kak
cancellation_request,batalin pesanan saya dong ya
complaint,case saya belum ada penyelesaian 2 bulan ya
complaint,kualitas jelek banget ga worth it sob
technical_support,gak bisa pilih alamat dari saved address min
order_status,paket saya ada di Pontianak belum
promotions_discounts,promo setia masih available ga dong
operating_hours_location,alamat penukaran voucher fisik dmn sih
promotions_discounts,voucher udah expired padahal baru dapet ya
product_service_info,stok sepatu masih ada deh
technical_support,fitur search error ga keluar hasil gan
payment_inquiry,invoice untuk kursi gaming bisa dikirim ulang
order_status,status pengiriman error mulu di app sih
order_status,tracking TLX7291 invalid nih gan
operating_hours_location,tukar barang offline bisa langsung ga ya
technical_support,error code 503 pas submit order ya
order_status,ada live tracking kurir ga sih
account_data,notif perubahan nomor HP tidak masuk
refund_request,refund bisa instant ga sih
technical_support,mau ganti no HP tp kode verifikasi ga nyampe nih
account_data,cara pindahin akun dari hp lama ke baru ya
promotions_discounts,brand day tanggal berapa kak
payment_inquiry,kredit kepotong padahal ga ada transaksi gan
account_data,akun saya kenapa tidak aktif kak
account_data,pin transaksi lupa gimana resetnya gan
shipping_information,perkiraan nyampe 1 hari atau seminggu bang
operating_hours_location,buka pas 11.11 ga untuk area Pontianak
cancellation_request,ada biaya cancel untuk koran digital ga
order_status,order semalem kok masih diproses terus gan
refund_request,proses refund produk berapa lama gan
cancellation_request,cancel otomatis wifi gimana cara
complaint,ini bukan pertama kali barang saya cacat
shipping_information,cara tracking GoSend ke Lombok
shipping_information,free ongkir ke Papua minimal berapa
technical_support,sudah uninstall reinstall masih error sih
payment_inquiry,struk digital ga bisa didownload nih
promotions_discounts,cara cek semua voucher aktif yg saya punya
account_data,data KTP saya disalahgunakan orang gan
cancellation_request,reservasi lapangan mau di-cancel deh
complaint,baru pake 4 hari udah tidak berfungsi parah sob
technical_support,kenapa tokopedia terus force close deh
shipping_information,estimasi Pos Indonesia ke Malang berapa lama
account_data,foto profil ga bisa dihapus dong
promotions_discounts,ada bundle deal untuk gajian ga
complaint,laptop rusak sebelum sempat dipakai
promotions_discounts,cara ngumpulin coin biar banyak bang
operating_hours_location,ada toko yg buka sampai jam 10 malam min
payment_inquiry,cara cek histori pembayaran dmn gan
technical_support,website lemot banget dari tadi sob
product_service_info,info produk drone dong
technical_support,crash setiap kali buka menu verifikasi gan
cancellation_request,cancel bus yg belum dipakai sih
refund_request,refund lewat Dana bisa ga bang
operating_hours_location,cabang Surabaya buka jam berapa
payment_inquiry,kok virtual account expired padahal belum bayar sih
operating_hours_location,stand pameran di mall mana aja gan
technical_support,kenapa tokopedia terus error kak
technical_support,fitur search error ga keluar hasil sob
complaint,saya mau lapor hp tidak berfungsi
cancellation_request,batalkan cloud storage saya dong
payment_inquiry,konfirmasi pembayaran kartu debit berapa lama
promotions_discounts,voucher belanja bisa dipake berkali-kali ga dong
technical_support,menu tracking ga muncul di halaman
shipping_information,GoSend ke Manado berapa hari reguler
shipping_information,kenapa ongkir ke daerah saya lebih mahal deh
cancellation_request,cancel reservasi hotel saya dong
payment_inquiry,invoice bisa dikirim ulang ga gan
order_status,lacak resi TK29019 dong bang
refund_request,syarat retur sepatu apa aja kak
account_data,verifikasi identitas gagal mulu sob
promotions_discounts,voucher udah expired padahal baru dapet bang
operating_hours_location,toko di Mall Kelapa Gading Bandung dimana gan
order_status,status order TRX2938 masih pending terus gan
order_status,tracking 009283 invalid nih sih
payment_inquiry,bayar lewat minimarket bisa ga ya deh
payment_inquiry,udah dp tapi pelunasan dibatalin sistem dong
refund_request,kondisi produk harus gimana biar bisa retur sih
operating_hours_location,kantor pusat di Pekanbaru dimana bang
technical_support,mau ganti no HP tp kode verifikasi ga nyampe ya
shipping_information,rate J&T untuk 20 kg ke Makassar
account_data,tidak bisa daftar karena NIK sudah dipakai
technical_support,terus ada tulisan session expired
promotions_discounts,cara pake kupon diskon gimana deh
order_status,cek resi massal bisa ga sih
cancellation_request,cancel layanan streaming yg free trial sob
payment_inquiry,cek mutasi pembayaran saya bulan ini deh
product_service_info,ada garansi resmi buat lampu ring ga kak
product_service_info,ada tutorial pemakaian drone ga nih
promotions_discounts,ada bundle deal untuk payday ga
refund_request,berapa lama proses refundnya gan
order_status,brg di retur tanpa alasan jelas kenapa deh
payment_inquiry,bayar pake rekening BCA later bisa ga ya
product_service_info,ada garansi resmi buat tv ga
operating_hours_location,jadwal buka pas lebaran gimana min
order_status,ekspedisi yg dipake SiCepat bisa dilacak ga dong
shipping_information,rate Ninja untuk 20 kg ke Yogyakarta
shipping_information,ada asuransi pengiriman ga dong
operating_hours_location,alamat lengkap cabang Bali apa
account_data,akun saya kenapa tidak bisa diakses dong
operating_hours_location,sabtu minggu buka sampai jam berapa nih
shipping_information,rate AnterAja untuk 20 kg ke Sulawesi
technical_support,login dana gagal padahal data benar
operating_hours_location,buka pas gajian ga untuk area Bandung
payment_inquiry,cara bayar pakai Mandiri mobile banking
shipping_information,free ongkir ke Pekanbaru minimal berapa
refund_request,batas waktu pengajuan refund berapa hari
cancellation_request,kok di-cancel sistem padahal saya ga cancel kak
complaint,seller kirim hp kotor ini gimana
order_status,orderan di cancel sepihak sama seller
refund_request,minta uang balik untuk makanan sob
account_data,cara hapus metode bayar lama dari akun
payment_inquiry,biaya transfer antar bank ditanggung siapa ya
order_status,bisa reschedule waktu pengiriman ga dong
refund_request,barang salah kirim minta tuker atau refund min
promotions_discounts,promo 12.12 berlaku sampai kapan
product_service_info,spek lampu ring lengkap ada ga
operating_hours_location,cabang Pontianak buka jam berapa dong
refund_request,refund dong itemnya ga sesuai gan
technical_support,fitur verifikasi di gojek ga berfungsi
promotions_discounts,batas pemakaian kupon per hari berapa min
order_status,tracking SHP3912 invalid nih bang
payment_inquiry,cicilan 20% buat earphone ada ga
order_status,kapan kira-kira paket saya nyampe gan
operating_hours_location,buka pas tahun baru ga untuk area Yogyakarta
cancellation_request,pengen cancel asuransi saya deh
order_status,paket udah di kota saya tapi belum dikirim ya
technical_support,loading checkout nyangkut di 20% bang
refund_request,proses refund paket berapa lama
order_status,status order TRX2938 masih pending terus sob
product_service_info,detail lampu ring apa ya
account_data,akun di-ban padahal bukan saya yg pake nih
shipping_information,estimasi Ninja ke Malang berapa lama
payment_inquiry,invoice untuk kasur bisa dikirim ulang
shipping_information,door to door service tersedia ga ya
promotions_discounts,cara ngumpulin coin biar banyak sih
product_service_info,detail powerbank apa ya
promotions_discounts,cara dapetin voucher gofood sob
order_status,udah 2 hari belum nyampe paketnya dong
operating_hours_location,gerai reseller terdekat dari lokasi saya ya
complaint,kena overcharge di payment ini gimana sob
account_data,cara konfirmasi perubahan foto profil
payment_inquiry,bayar lewat Alfamidi bisa ga ya
product_service_info,spesifikasi speaker gimana ya bang
product_service_info,beda tas lite vs pro apa
order_status,barang stranded di hub udah 3 hari sih
order_status,cek kiriman SiCepat saya dong gan
cancellation_request,kok ga ada tombol cancel di orderan saya deh
technical_support,sudah uninstall reinstall masih error dong
product_service_info,beli AC dapet bonus apa ga
complaint,ini beli baru kok dapetnya barang bekas kak
technical_support,face id login error padahal udah setting dong
refund_request,syarat retur paket apa aja ya
promotions_discounts,ada diskon di toko offline juga ga kak
refund_request,toko bilang refund max 7 hari udah lewat bang
payment_inquiry,saldo rekening BRI ga kepotong padahal bayar sukses
